"Trimestre","Unidade da Federação","Nível de instrução","Variável","Valor"
"4º trimestre 2018","Distrito Federal","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2334"
"4º trimestre 2018","Distrito Federal","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3158"
"4º trimestre 2018","Distrito Federal","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","4235"
"4º trimestre 2018","Distrito Federal","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","9778"
"4º trimestre 2018","Distrito Federal","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"1º trimestre 2019","Rondônia","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2497"
"1º trimestre 2019","Rondônia","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1731"
"1º trimestre 2019","Rondônia","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1844"
"1º trimestre 2019","Rondônia","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2055"
"1º trimestre 2019","Rondônia","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1709"
"1º trimestre 2019","Rondônia","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2304"
"1º trimestre 2019","Rondônia","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3019"
"1º trimestre 2019","Rondônia","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","4768"
"1º trimestre 2019","Rondônia","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"1º trimestre 2019","Acre","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2505"
"1º trimestre 2019","Acre","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1139"
"1º trimestre 2019","Acre","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1340"
"1º trimestre 2019","Acre","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1631"
"1º trimestre 2019","Acre","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1407"
"1º trimestre 2019","Acre","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2187"
"1º trimestre 2019","Acre","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2512"
"1º trimestre 2019","Acre","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","5410"
"1º trimestre 2019","Acre","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"1º trimestre 2019","Amazonas","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2237"
"1º trimestre 2019","Amazonas","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","866"
"1º trimestre 2019","Amazonas","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1075"
"1º trimestre 2019","Amazonas","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1445"
"1º trimestre 2019","Amazonas","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1362"
"1º trimestre 2019","Amazonas","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1829"
"1º trimestre 2019","Amazonas","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2346"
"1º trimestre 2019","Amazonas","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","5102"
"1º trimestre 2019","Amazonas","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"1º trimestre 2019","Roraima","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2791"
"1º trimestre 2019","Roraima","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1655"
"1º trimestre 2019","Roraima","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1571"
"1º trimestre 2019","Roraima","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1611"
"1º trimestre 2019","Roraima","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1628"
"1º trimestre 2019","Roraima","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1978"
"1º trimestre 2019","Roraima","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2900"
"1º trimestre 2019","Roraima","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","5836"
"1º trimestre 2019","Roraima","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"1º trimestre 2019","Pará","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2005"
